,sentiment
6563,neutral
6564,negative
6565,positive
6566,negative
6567,neutral
6568,negative
6569,negative
6570,positive
6571,negative
6572,negative
6573,positive
6574,negative
6575,negative
6576,positive
6577,positive
6578,negative
6579,positive
6580,positive
6581,neutral
6582,negative
6583,negative
6584,negative
6585,neutral
6586,positive
6587,positive
6588,negative
6589,positive
6590,neutral
6591,neutral
6592,negative
6593,negative
6594,neutral
6595,negative
6596,negative
6597,negative
6598,negative
6599,negative
6600,negative
6601,negative
6602,negative
6603,neutral
6604,negative
6605,negative
6606,neutral
6607,neutral
6608,negative
6609,neutral
6610,positive
6611,negative
6612,negative
6613,neutral
6614,negative
6615,neutral
6616,negative
6617,negative
6618,negative
6619,negative
6620,negative
6621,positive
6622,negative
6623,negative
6624,negative
6625,negative
6626,positive
6627,negative
6628,neutral
6629,positive
6630,neutral
6631,negative
6632,negative
6633,negative
6634,negative
6635,negative
6636,negative
6637,negative
6638,negative
6639,negative
6640,negative
6641,negative
6642,negative
6643,negative
6644,negative
6645,negative
6646,negative
6647,negative
6648,negative
6649,positive
6650,neutral
6651,negative
6652,negative
6653,negative
6654,negative
6655,negative
6656,negative
6657,negative
6658,negative
6659,negative
6660,negative
6661,neutral
6662,negative
6663,negative
6664,negative
6665,neutral
6666,negative
6667,neutral
6668,negative
6669,neutral
6670,negative
6671,negative
6672,positive
6673,positive
6674,neutral
6675,positive
6676,negative
6677,positive
6678,negative
6679,negative
6680,negative
6681,neutral
6682,negative
6683,negative
6684,positive
6685,negative
6686,neutral
6687,negative
6688,negative
6689,negative
6690,positive
6691,negative
6692,neutral
6693,negative
6694,positive
6695,neutral
6696,neutral
6697,negative
6698,neutral
6699,negative
6700,negative
6701,negative
6702,negative
6703,negative
6704,negative
6705,negative
6706,negative
6707,neutral
6708,neutral
6709,positive
6710,neutral
6711,negative
6712,negative
6713,negative
6714,negative
6715,negative
6716,negative
6717,negative
6718,negative
6719,neutral
6720,positive
6721,negative
6722,negative
6723,negative
6724,positive
6725,positive
6726,negative
6727,positive
6728,negative
6729,negative
6730,negative
6731,positive
6732,positive
6733,negative
6734,negative
6735,neutral
6736,neutral
6737,negative
6738,negative
6739,positive
6740,negative
6741,negative
6742,neutral
6743,positive
6744,negative
6745,negative
6746,negative
6747,negative
6748,neutral
6749,negative
6750,negative
6751,positive
6752,negative
6753,neutral
6754,negative
6755,negative
6756,positive
6757,negative
6758,positive
6759,negative
6760,negative
6761,neutral
6762,negative
6763,negative
6764,neutral
6765,neutral
6766,positive
6767,negative
6768,negative
6769,negative
6770,negative
6771,negative
6772,negative
6773,neutral
6774,negative
6775,negative
6776,negative
6777,positive
6778,neutral
6779,negative
6780,negative
6781,negative
6782,negative
6783,negative
6784,negative
6785,negative
6786,negative
6787,negative
6788,negative
6789,neutral
6790,negative
6791,positive
6792,negative
6793,negative
6794,neutral
6795,negative
6796,negative
6797,negative
6798,negative
6799,negative
6800,positive
6801,negative
6802,negative
6803,negative
6804,neutral
6805,neutral
6806,negative
6807,negative
6808,positive
6809,negative
6810,negative
6811,negative
6812,negative
6813,negative
6814,negative
6815,negative
6816,negative
6817,negative
6818,neutral
6819,negative
6820,negative
6821,negative
6822,negative
6823,negative
6824,neutral
6825,neutral
6826,positive
6827,negative
6828,negative
6829,neutral
6830,negative
6831,negative
6832,negative
6833,neutral
6834,negative
6835,neutral
6836,negative
6837,positive
6838,positive
6839,positive
6840,negative
6841,neutral
6842,positive
6843,negative
6844,negative
6845,positive
6846,negative
6847,positive
6848,negative
6849,neutral
6850,positive
6851,negative
6852,negative
6853,positive
6854,negative
6855,positive
6856,positive
6857,negative
6858,negative
6859,negative
6860,neutral
6861,neutral
6862,neutral
6863,negative
6864,negative
6865,positive
6866,positive
6867,neutral
6868,neutral
6869,positive
6870,negative
6871,negative
6872,neutral
6873,negative
6874,negative
6875,negative
6876,negative
6877,negative
6878,negative
6879,negative
6880,positive
6881,negative
6882,neutral
6883,negative
6884,negative
6885,neutral
6886,positive
6887,negative
6888,negative
6889,neutral
6890,negative
6891,positive
6892,negative
6893,negative
6894,positive
6895,neutral
6896,neutral
6897,neutral
6898,positive
6899,positive
6900,positive
6901,negative
6902,positive
6903,positive
6904,neutral
6905,negative
6906,negative
6907,negative
6908,negative
6909,negative
6910,neutral
6911,neutral
6912,negative
6913,negative
6914,neutral
6915,negative
6916,negative
6917,negative
6918,negative
6919,positive
6920,neutral
6921,negative
6922,negative
6923,negative
6924,negative
6925,neutral
6926,neutral
6927,neutral
6928,positive
6929,negative
6930,negative
6931,positive
6932,negative
6933,negative
6934,negative
6935,negative
6936,negative
6937,negative
6938,negative
6939,positive
6940,negative
6941,negative
6942,positive
6943,negative
6944,negative
6945,positive
6946,positive
6947,negative
6948,negative
6949,negative
6950,neutral
6951,positive
6952,negative
6953,negative
6954,negative
6955,neutral
6956,neutral
6957,negative
6958,negative
6959,neutral
6960,negative
6961,negative
6962,negative
6963,neutral
6964,neutral
6965,negative
6966,positive
6967,negative
6968,negative
6969,negative
6970,negative
6971,negative
6972,neutral
6973,negative
6974,negative
6975,neutral
6976,negative
6977,negative
6978,neutral
6979,negative
6980,neutral
6981,negative
6982,negative
6983,negative
6984,negative
6985,negative
6986,negative
6987,negative
6988,negative
6989,negative
6990,negative
6991,negative
6992,neutral
6993,neutral
6994,neutral
6995,neutral
6996,negative
6997,negative
6998,negative
6999,negative
7000,negative
7001,negative
7002,negative
7003,neutral
7004,neutral
7005,neutral
7006,negative
7007,negative
7008,neutral
7009,neutral
7010,negative
7011,negative
7012,negative
7013,negative
7014,positive
7015,neutral
7016,negative
7017,neutral
7018,negative
7019,neutral
7020,negative
7021,negative
7022,neutral
7023,negative
7024,negative
7025,negative
7026,negative
7027,negative
7028,negative
7029,negative
7030,negative
7031,negative
7032,neutral
7033,neutral
7034,positive
7035,negative
7036,negative
7037,negative
7038,negative
7039,negative
7040,negative
7041,negative
7042,neutral
7043,negative
7044,negative
7045,negative
7046,negative
7047,negative
7048,negative
7049,negative
7050,negative
7051,negative
7052,negative
7053,neutral
7054,negative
7055,negative
7056,negative
7057,negative
7058,negative
7059,negative
7060,negative
7061,negative
7062,neutral
7063,negative
7064,negative
7065,negative
7066,negative
7067,positive
7068,negative
7069,negative
7070,negative
7071,positive
7072,negative
7073,negative
7074,positive
7075,negative
7076,negative
7077,negative
7078,neutral
7079,neutral
7080,negative
7081,positive
7082,negative
7083,negative
7084,neutral
7085,negative
7086,positive
7087,negative
7088,negative
7089,negative
7090,negative
7091,negative
7092,positive
7093,negative
7094,negative
7095,positive
7096,negative
7097,neutral
7098,negative
7099,negative
7100,negative
7101,positive
7102,neutral
7103,negative
7104,negative
7105,negative
7106,negative
7107,positive
7108,negative
7109,negative
7110,negative
7111,negative
7112,negative
7113,positive
7114,negative
7115,negative
7116,negative
7117,negative
7118,negative
7119,negative
7120,positive
7121,positive
7122,neutral
7123,negative
7124,negative
7125,positive
7126,neutral
7127,negative
7128,negative
7129,negative
7130,positive
7131,negative
7132,negative
7133,negative
7134,neutral
7135,negative
7136,negative
7137,negative
7138,neutral
7139,negative
7140,neutral
7141,negative
7142,negative
7143,negative
7144,negative
7145,negative
7146,negative
7147,negative
7148,neutral
7149,negative
7150,negative
7151,negative
7152,negative
7153,negative
7154,neutral
7155,neutral
7156,negative
7157,negative
7158,negative
7159,negative
7160,negative
7161,negative
7162,negative
7163,positive
7164,positive
7165,neutral
7166,negative
7167,negative
7168,negative
7169,negative
7170,negative
7171,negative
7172,negative
7173,negative
7174,neutral
7175,negative
7176,neutral
7177,negative
7178,neutral
7179,neutral
7180,negative
7181,negative
7182,negative
7183,negative
7184,negative
7185,neutral
7186,neutral
7187,negative
7188,positive
7189,negative
7190,neutral
7191,neutral
7192,neutral
7193,negative
7194,negative
7195,positive
7196,negative
7197,neutral
7198,negative
7199,negative
7200,neutral
7201,negative
7202,negative
7203,negative
7204,negative
7205,negative
7206,negative
7207,negative
7208,neutral
7209,negative
7210,positive
7211,neutral
7212,positive
7213,positive
7214,negative
7215,neutral
7216,negative
7217,positive
7218,negative
7219,negative
7220,negative
7221,neutral
7222,negative
7223,negative
7224,negative
7225,negative
7226,negative
7227,negative
7228,negative
7229,negative
7230,negative
7231,negative
7232,negative
7233,negative
7234,negative
7235,negative
7236,negative
7237,negative
7238,neutral
7239,positive
7240,positive
7241,negative
7242,negative
7243,negative
7244,negative
7245,negative
7246,negative
7247,positive
7248,negative
7249,negative
7250,neutral
7251,negative
7252,neutral
7253,negative
7254,neutral
7255,negative
7256,negative
7257,negative
7258,negative
7259,negative
7260,negative
7261,positive
7262,negative
7263,neutral
7264,negative
7265,negative
7266,neutral
7267,negative
7268,negative
7269,negative
7270,negative
7271,negative
7272,negative
7273,positive
7274,negative
7275,positive
7276,neutral
7277,neutral
7278,negative
7279,negative
7280,negative
7281,negative
7282,neutral
7283,negative
7284,negative
7285,negative
7286,negative
7287,neutral
7288,negative
7289,negative
7290,negative
7291,negative
7292,negative
7293,negative
7294,negative
7295,negative
7296,negative
7297,negative
7298,negative
7299,negative
7300,negative
7301,positive
7302,positive
7303,neutral
7304,neutral
7305,neutral
7306,negative
7307,negative
7308,negative
7309,negative
7310,negative
7311,positive
7312,negative
7313,negative
7314,negative
7315,positive
7316,neutral
7317,negative
7318,negative
7319,negative
7320,negative
7321,negative
7322,negative
7323,positive
7324,negative
7325,negative
7326,neutral
7327,neutral
7328,neutral
7329,negative
7330,neutral
7331,negative
7332,negative
7333,positive
7334,negative
7335,negative
7336,negative
7337,negative
7338,positive
7339,negative
7340,negative
7341,negative
7342,neutral
7343,negative
7344,negative
7345,negative
7346,negative
7347,neutral
7348,negative
7349,negative
7350,neutral
7351,negative
7352,negative
7353,negative
7354,negative
7355,negative
7356,negative
7357,negative
7358,negative
7359,negative
7360,negative
7361,negative
7362,negative
7363,neutral
7364,negative
7365,negative
7366,negative
7367,negative
7368,negative
7369,positive
7370,negative
7371,negative
7372,negative
7373,negative
7374,negative
7375,positive
7376,positive
7377,negative
7378,negative
7379,negative
7380,negative
7381,negative
7382,positive
7383,negative
7384,negative
7385,negative
7386,negative
7387,negative
7388,negative
7389,positive
7390,negative
7391,negative
7392,negative
7393,positive
7394,negative
7395,neutral
7396,negative
7397,negative
7398,negative
7399,negative
7400,neutral
7401,neutral
7402,negative
7403,neutral
7404,neutral
7405,negative
7406,negative
7407,positive
7408,negative
7409,negative
7410,negative
7411,neutral
7412,negative
7413,negative
7414,neutral
7415,negative
7416,negative
7417,negative
7418,negative
7419,negative
7420,negative
7421,negative
7422,negative
7423,neutral
7424,negative
7425,negative
7426,negative
7427,negative
7428,negative
7429,negative
7430,neutral
7431,neutral
7432,neutral
7433,negative
7434,negative
7435,neutral
7436,negative
7437,negative
7438,negative
7439,positive
7440,negative
7441,negative
7442,negative
7443,negative
7444,negative
7445,negative
7446,negative
7447,negative
7448,negative
7449,negative
7450,negative
7451,negative
7452,negative
7453,neutral
7454,neutral
7455,negative
7456,negative
7457,negative
7458,positive
7459,negative
7460,negative
7461,negative
7462,negative
7463,positive
7464,negative
7465,negative
7466,negative
7467,negative
7468,positive
7469,positive
7470,positive
7471,negative
7472,negative
7473,negative
7474,negative
7475,negative
7476,negative
7477,negative
7478,negative
7479,negative
7480,negative
7481,negative
7482,neutral
7483,negative
7484,negative
7485,positive
7486,negative
7487,negative
7488,neutral
7489,negative
7490,neutral
7491,neutral
7492,neutral
7493,negative
7494,negative
7495,negative
7496,positive
7497,negative
7498,positive
7499,positive
7500,positive
7501,neutral
7502,positive
7503,negative
7504,negative
7505,neutral
7506,negative
7507,negative
7508,negative
7509,negative
7510,positive
7511,neutral
7512,negative
7513,neutral
7514,positive
7515,negative
7516,negative
7517,positive
7518,negative
7519,negative
7520,negative
7521,negative
7522,neutral
7523,negative
7524,negative
7525,positive
7526,negative
7527,negative
7528,negative
7529,negative
7530,negative
7531,positive
7532,neutral
7533,negative
7534,positive
7535,negative
7536,neutral
7537,positive
7538,positive
7539,negative
7540,negative
7541,negative
7542,neutral
7543,positive
7544,neutral
7545,positive
7546,negative
7547,negative
7548,negative
7549,positive
7550,negative
7551,neutral
7552,negative
7553,negative
7554,negative
7555,negative
7556,negative
7557,negative
7558,neutral
7559,negative
7560,negative
7561,positive
7562,negative
7563,neutral
7564,negative
7565,negative
7566,negative
7567,negative
7568,neutral
7569,positive
7570,negative
7571,neutral
7572,neutral
7573,negative
7574,negative
7575,negative
7576,negative
7577,negative
7578,negative
7579,negative
7580,positive
7581,positive
7582,negative
7583,neutral
7584,negative
7585,negative
7586,negative
7587,negative
7588,positive
7589,negative
7590,negative
7591,negative
7592,negative
7593,positive
7594,negative
7595,negative
7596,negative
7597,negative
7598,negative
7599,negative
7600,neutral
7601,negative
7602,negative
7603,negative
7604,negative
